Country,Region,Province,City,Successful_Attack,Suicide_Attack,Attack_Type,Target_Type,Target_Subtype,Corporation,Target,Target_Nationality,Terrorist_Group,Weapon_Type,Kill_Count,Terrorists_Killed,People_Injured,Terrorist_Injured,Property_Damaged,Hostage_Kidnapped,ransom,Hostage_Recovered,International_Attack,Death_Category,Death
Israel,'Middle East & North Africa',Central,'Nes Ziyyona',0,0,Assassination,'Private Citizens & Property','Race/Ethnicity Identified',Unknown,'Israeli national',Israel,Palestinians,Melee,0,0,1,0,0,0,0,0,1,No_Death,no
Bangladesh,'South Asia',Chittagong,Kutubdia,1,0,'Facility/Infrastructure Attack','Religious Figures/Institutions','Place of Worship',Unknown,'Hindu Temple',Bangladesh,'Muslim Militants',Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
India,'South Asia','Jammu and Kashmir',Tappar,1,0,'Facility/Infrastructure Attack','Educational Institution','School/University/Educational Building',Unknown,'Primary School',India,Unknown,Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
India,'South Asia','Jammu and Kashmir',Kishtwar,0,0,Assassination,'Government (General)','Politician or Political Party Movement/Meeting/Rally','National Party','Rally addressed by Farouq Abullah',India,'Muslim Separatists',Explosives,0,0,15,0,0,0,0,0,0,No_Death,no
Indonesia,'Southeast Asia',Papua,?,1,0,Bombing/Explosion,Business,Mining,'Freeport-McMoRan Copper & Gold Inc.','A security post on the road leading to the Freeport-McMoRan Copper & Gold Inc. gold and copper mine',Indonesia,'Free Papua Movement (OPM-Organisasi Papua Merdeka)',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
India,'South Asia',Chhattisgarh,Singamadgu,1,0,'Hostage Taking (Kidnapping)','Private Citizens & Property','Alleged Informant','Not Applicable','Suspected Informant: John Szlazak',Canada,'Communist Party of India - Maoist (CPI-Maoist)',Firearms,0,0,0,0,0,1,0,1,1,No_Death,no
Mexico,'North America',Jalisco,Guadalajara,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,'Dept store','United States','Union of the People (UDP)',Explosives,0,0,1,0,1,0,0,0,1,No_Death,no
Pakistan,'South Asia','North-West Frontier Province',Kohat,1,0,'Hostage Taking (Kidnapping)','Private Citizens & Property','Laborer (General)/Occupation Identified',Unknown,'Three employees of the Oil and Gas Development Company Limited (OGDCL)',Pakistan,Unknown,Unknown,0,0,0,0,-9,1,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Saladin,Samarra,1,0,Bombing/Explosion,Police,'Police Security Forces/Officers','Iraqi Police Service (IPS)',Officers,Iraq,Unknown,Explosives,0,0,6,0,-9,0,0,0,0,No_Death,no
Yemen,'Middle East & North Africa',Marib,Marib,1,0,'Hostage Taking (Kidnapping)',Tourists,Tourist,unknown,'3 French Tourists',France,'Bani Nawaf tribe',Unknown,0,0,0,0,0,1,0,0,1,No_Death,no
Pakistan,'South Asia',Sindh,Karachi,1,0,Bombing/Explosion,Transportation,'Train/Train Tracks/Trolley',Unknown,'Railway tracks',Pakistan,'Sindhu Desh Liberation Army (SDLA)',Explosives,0,0,3,0,1,0,0,0,0,No_Death,no
Bangladesh,'South Asia',Chittagong,Mirersorai,1,0,'Facility/Infrastructure Attack','Government (General)','Government Building/Facility/Office','Bangladeshi Ministry of Land',Office,Bangladesh,'Pro Hartal Activists',Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Greece,'Western Europe',Attica,Piraeus,1,0,Bombing/Explosion,Business,Bank/Commerce,'American Express','American Express in Piraeus  Greece','Great Britain','Revolutionary Nuclei',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
'United States','North America',Alabama,Montgomery,1,0,'Facility/Infrastructure Attack',NGO,'Domestic NGO','Southern Poverty Law Center','Southern Poverty Law Center','United States','Ku Klux Klan',Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Ukraine,'Eastern Europe',Donetsk,Donetsk,1,0,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','Armed Forces of Ukraine',Soldiers,Ukraine,'Donetsk People s Republic',Explosives,0,0,10,0,-9,0,0,0,1,No_Death,no
India,'South Asia',Bihar,Bariarpur,1,0,Bombing/Explosion,'Private Citizens & Property',House/Apartment/Residence,Unknown,'The residence of a village chief  identified as Sumitra Devi  was targeted in the attack.',India,'Communist Party of India - Maoist (CPI-Maoist)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Kirkuk,Kirkuk,0,1,Bombing/Explosion,Unknown,?,Unknown,Unknown,Iraq,'Islamic State of Iraq and the Levant (ISIL)',Explosives,0,0,0,0,0,0,0,0,1,No_Death,no
Pakistan,'South Asia',Balochistan,Sariab,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,'A bakery was targeted in the attack.',Pakistan,Unknown,Explosives,0,0,1,0,1,0,0,0,0,No_Death,no
Sudan,'Sub-Saharan Africa','North Darfur',Teo,1,0,'Unarmed Assault','Private Citizens & Property','Refugee (including Camps/IDP/Asylum Seekers)','Not Applicable','Internally Displaced Persons (IDPs)',Sudan,Unknown,Melee,0,0,0,0,0,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Nangarhar,'Abdul Khel',1,0,'Hostage Taking (Kidnapping)',Telecommunication,Telephone/Telegraph,Roshan,'Cell Phone Tower',Afghanistan,Unknown,Firearms,0,0,0,0,1,1,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Diyala,'Az Zarkush',1,0,Bombing/Explosion,'Private Citizens & Property',Village/City/Town/Suburb,'Az Zarkush Area',Area,Iraq,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Ghazni,Kodalay,0,0,'Armed Assault',Military,'Military Personnel (soldiers  troops  officers  forces)','Afghan National Security Force (ANSF)',Forces,Afghanistan,Taliban,Firearms,0,0,0,0,0,0,0,0,0,No_Death,no
Somalia,'Sub-Saharan Africa',Banaadir,Mogadishu,1,0,Bombing/Explosion,Military,'Military Unit/Patrol/Convoy','African Union Mission in Somalia (AMISOM)',Convoy,International,Unknown,Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
France,'Western Europe',Corsica,Porto-Vecchio,1,0,Bombing/Explosion,Business,?,Unknown,'OFC Bldgs',France,'Corsican Separatists',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
India,'South Asia',Punjab,Ludhiana,0,0,Assassination,'Violent Political Party','Party Official/Candidate/Other Personnel','Shiv Sena','Youth Leader: Amit Arora',India,'Khalistan Liberation Force',Firearms,0,0,1,0,0,0,0,0,0,No_Death,no
France,'Western Europe',Ile-de-France,Paris,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,'printemps dept. store',France,'Armenian Secret Army for the Liberation of Armenia',Explosives,0,0,5,0,1,0,0,0,1,No_Death,no
Philippines,'Southeast Asia','Metropolitian Manila',Manila,1,0,'Hostage Taking (Kidnapping)','Government (General)','Politician or Political Party Movement/Meeting/Rally',unk,'Manuel Zamora  nephew of Cong. Ronaldo Zamora',Philippines,Unknown,Unknown,0,0,0,0,0,1,0,1,0,No_Death,no
Colombia,'South America',Bogota,Bogota,0,0,Bombing/Explosion,Business,Hotel/Resort,Unknown,'Bogota Royal Hotel',Colombia,'National Liberation Army of Colombia (ELN)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Thailand,'Southeast Asia',Pattani,'Sai Buri district',1,0,'Facility/Infrastructure Attack','Educational Institution','School/University/Educational Building','Not Applicable','Vocational Training Center',Thailand,Unknown,Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
'United Kingdom','Western Europe',England,Macclesfield,0,0,Assassination,Business,?,Unknown,'Industrialist Sir William Ather s Home','Great Britain','Irish Republican Army (IRA)',Explosives,0,0,0,0,0,0,0,0,1,No_Death,no
Pakistan,'South Asia',Sindh,'Ghanchi Para',0,0,Bombing/Explosion,'Private Citizens & Property',Marketplace/Plaza/Square,Unknown,Market,Pakistan,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Peru,'South America',Lima,Lima,1,0,Bombing/Explosion,Utilities,Electricity,Unknown,'Electrical high tension line tower',Peru,'Shining Path (SL)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
'West Bank and Gaza Strip','Middle East & North Africa','West Bank',Nablus,0,0,Bombing/Explosion,'Private Citizens & Property','Public Area (garden  parking lot  garage  beach  public building  camp)',Unknown,street,Israel,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Israel,'Middle East & North Africa',Southern,Ofakim,0,0,Bombing/Explosion,Unknown,?,Unknown,Unknown,Israel,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Turkey,'Middle East & North Africa',Sirnak,'Silopi district',1,0,Bombing/Explosion,'Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Child,Turkey,'Kurdistan Workers  Party (PKK)',Explosives,0,0,1,0,0,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Kabul,Kabul,1,0,Bombing/Explosion,Military,'Military Transportation/Vehicle (excluding convoys)','Afghan National Army (ANA)',Vehicle,Afghanistan,'Khorasan Chapter of the Islamic State',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Kenya,'Sub-Saharan Africa','North Eastern',Dadaab,1,0,'Armed Assault',NGO,'International NGO','Gesellschaft fur Technische Zusammenarbeit','The targets were members of a non-governmental organization.',Germany,Unknown,Firearms,0,0,1,0,1,0,0,0,1,No_Death,no
Iraq,'Middle East & North Africa',Baghdad,Baghdad,0,0,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','Multi-National Force – Iraq (MNF-I)','US Military personnel at the Al-Rashid Hotel  Baghdad','United States',Unknown,Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Colombia,'South America',Bolivar,Cartagena,1,0,'Armed Assault',Military,'Military Barracks/Base/Headquarters/Checkpost',Unknown,'Naval Arsenal of Tierra Bomba',Colombia,Unknown,Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Italy,'Western Europe',Lazio,Rome,1,0,'Facility/Infrastructure Attack','Government (General)','Politician or Political Party Movement/Meeting/Rally',Unknown,'Communists party offices',Italy,Unknown,Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
'United Kingdom','Western Europe','Northern Ireland',Belfast,1,0,'Facility/Infrastructure Attack',Business,Retail/Grocery/Bakery,Unknown,store,'Northern Ireland','Irish Republican Army (IRA)',Incendiary,0,0,0,0,1,0,0,0,1,No_Death,no
Colombia,'South America','Norte de Santander',Ocana,1,0,'Hostage Taking (Kidnapping)',Business,?,Unknown,'Merchant Juan Carlos Arevalo',Colombia,'Simon Bolivar Guerrilla Coordinating Board (CGSB)',Firearms,0,0,0,0,0,1,0,1,0,No_Death,no
'El Salvador','Central America & Caribbean','San Vicente','San Vicente',1,0,'Armed Assault','Government (General)','Government Building/Facility/Office',Unknown,'Official Car','El Salvador',Unknown,Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
'West Bank and Gaza Strip','Middle East & North Africa','Gaza Strip',Gaza,1,0,Unknown,Military,'Military Unit/Patrol/Convoy',military,unit,Israel,Palestinians,Unknown,0,0,30,0,1,0,0,0,0,No_Death,no
Colombia,'South America',Antioquia,Medellin,0,0,Bombing/Explosion,Business,'Multinational Corporation',Ecopetrol,'Storage tanks',Colombia,'The Extraditables',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Nepal,'South Asia',Mid-Western,Nepalganj,1,0,Bombing/Explosion,Police,'Police Patrol (including vehicles and convoys)','Law Enforcement in Nepal','Nepal Security Vehicle',Nepal,Unknown,Explosives,0,0,30,0,0,0,0,0,0,No_Death,no
France,'Western Europe',Corsica,Unknown,1,0,Bombing/Explosion,Business,Bank/Commerce,Unknown,bank,France,'Corsican National Liberation Front (FLNC)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Somalia,'Sub-Saharan Africa','Lower Juba',Afmadow,1,0,Unknown,Military,'Military Barracks/Base/Headquarters/Checkpost','African Union Mission in Somalia (AMISOM)','Kenyan Base',International,Al-Shabaab,Unknown,0,0,0,0,0,0,0,0,1,No_Death,no
Pakistan,'South Asia',Sindh,Karachi,1,0,'Armed Assault','Journalists & Media','Newspaper Journalist/Staff/Facility','Express News',Office,Pakistan,'Tehrik-i-Taliban Pakistan (TTP)',Explosives,0,0,1,0,1,0,0,0,0,No_Death,no
Philippines,'Southeast Asia',Bukidnon,Lagunitas,1,0,'Facility/Infrastructure Attack',Business,Farm/Ranch,'Lapanday Pineapple Plantation Company','Boom Sprayers',Philippines,'New People s Army (NPA)',Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Mali,'Sub-Saharan Africa',Gao,Unknown,1,0,Bombing/Explosion,'Government (Diplomatic)','International Organization (peacekeeper  aid agency  compound)','United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA)',Camp,International,'Al-Qaida in the Islamic Maghreb (AQIM)',Explosives,0,0,0,0,-9,0,0,0,1,No_Death,no
Pakistan,'South Asia',Sindh,Karachi,0,0,Bombing/Explosion,'Private Citizens & Property','Religion Identified','Not Applicable','Ismaili Civilians',Pakistan,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Turkey,'Middle East & North Africa',Bitlis,Guroymak,1,0,Bombing/Explosion,'Government (General)','Government Building/Facility/Office','Government of Turkey',Office,Turkey,'Kurdistan Workers  Party (PKK)',Explosives,0,0,1,0,1,0,0,0,0,No_Death,no
Spain,'Western Europe',Madrid,Madrid,1,0,'Armed Assault',Military,'Military Barracks/Base/Headquarters/Checkpost',Unknown,'Artillery Park',Spain,'First of October Antifascist Resistance Group (GRAPO)',Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Pakistan,'South Asia','Khyber Pakhtunkhwa','Kohat district',0,0,Bombing/Explosion,Unknown,?,Unknown,Unknown,Pakistan,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Peru,'South America',Lima,Lima,1,0,Bombing/Explosion,'Private Citizens & Property',Marketplace/Plaza/Square,Unknown,'Pamplona Alta area',Peru,'Shining Path (SL)',Explosives,0,0,2,0,1,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Diyala,Hanbas,1,0,'Hostage Taking (Kidnapping)','Private Citizens & Property','Alleged Informant','Not Applicable','Suspected Spies',Iraq,'Islamic State of Iraq and the Levant (ISIL)',Unknown,0,0,0,0,1,1,0,0,1,No_Death,no
India,'South Asia',Manipur,Tumnoupokpi,1,0,'Hostage Taking (Kidnapping)','Private Citizens & Property','Political Party Member/Rally','Thangal Naga Union (TNU)','President: Houmei Khangba',India,'National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)',Firearms,0,0,0,0,0,1,1,1,0,No_Death,no
Libya,'Middle East & North Africa',Tripoli,Tripoli,1,0,'Hostage Taking (Kidnapping)','Private Citizens & Property',Protester,'Not Applicable','Activist: Salah al-Bakush',Libya,Unknown,Firearms,0,0,0,0,0,1,0,1,0,No_Death,no
'West Bank and Gaza Strip','Middle East & North Africa','Gaza Strip',Gaza,1,0,'Hostage Taking (Kidnapping)','Government (General)','Politician or Political Party Movement/Meeting/Rally','Hamas Political Bureau','Assailants targeted a member of the HAMAS political bureau.','West Bank and Gaza Strip',Al-Fatah,Firearms,0,0,0,0,0,1,0,1,0,No_Death,no
Greece,'Western Europe',Attica,Athens,1,0,Bombing/Explosion,'Government (Diplomatic)','Diplomatic Personnel (outside of embassy  consulate)','Hungarian State Dept.','Diplomatic Vehicle',Hungary,'Social Resistance',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
India,'South Asia',Nagaland,Dimapur,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,'Tire Shop',India,Unknown,Explosives,0,0,2,0,1,0,0,0,0,No_Death,no
Algeria,'Middle East & North Africa',Batna,Merkounda,1,0,Bombing/Explosion,Military,Paramilitary,Unknown,'Local paramilitary member',Algeria,'Al-Qaida in the Islamic Maghreb (AQIM)',Explosives,0,0,2,1,-9,0,0,0,0,No_Death,no
Afghanistan,'South Asia','Sari Pul','Sozma Qala district',1,0,'Hostage Taking (Kidnapping)','Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Civilians,Afghanistan,Taliban,Unknown,0,0,0,0,0,1,0,0,0,No_Death,no
Guatemala,'Central America & Caribbean','San Marcos',Malacatan,1,0,'Armed Assault','Private Citizens & Property',Village/City/Town/Suburb,Unknown,'Town of Malacatan',Guatemala,'Revolutionary Organization of People in Arms (ORPA)',Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Herat,'Tagab Yari',1,0,'Armed Assault','Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Civilians,Afghanistan,Taliban,Firearms,0,0,9,3,0,0,0,0,0,No_Death,no
'South Africa','Sub-Saharan Africa',Venda,Thohoyandou,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,'Bottle Store','South Africa',Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
'United Kingdom','Western Europe',England,Horsham,1,0,'Facility/Infrastructure Attack','Religious Figures/Institutions','Place of Worship','St John s Church',Church,'Great Britain',Unknown,Incendiary,0,0,0,0,1,0,0,0,1,No_Death,no
'West Germany (FRG)','Western Europe','North Rhine-Westphalia',Nottuln,1,0,Bombing/Explosion,Telecommunication,Radio,Unknown,'radio mast',Germany,'Neo-Nazi extremists',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Greece,'Western Europe','Central Greece',Limni,1,0,'Armed Assault',Police,'Police Security Forces/Officers',Police,'Residence  Commander Limni Police Precinct',Greece,Unknown,Firearms,0,0,1,0,1,0,0,0,0,No_Death,no
'West Bank and Gaza Strip','Middle East & North Africa','Gaza Strip',Rafah,1,0,Unknown,Business,Restaurant/Bar/Café,Unk,Restaurant,'West Bank and Gaza Strip','Muslim Militants',Unknown,0,0,1,0,1,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Ghazni,'Qarabagh district',1,0,Bombing/Explosion,Police,'Police Building (headquarters  station  school)','Afghan Police',Post,Afghanistan,Taliban,Explosives,0,0,1,0,1,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Nineveh,Mosul,1,0,Bombing/Explosion,'Private Citizens & Property',Vehicles/Transportation,Unknown,'A civilian car',Iraq,Unknown,Explosives,0,0,2,0,-9,0,0,0,0,No_Death,no
Russia,'Eastern Europe',Dagestan,'Malaya Areshevka',1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,'A grocery store',Russia,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
India,'South Asia',Meghalaya,Byrnihat,0,0,Bombing/Explosion,Business,Construction,Unknown,'Vehicle of Contractor: Gilbertson Sangma',India,'Garo National Liberation Army',Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Saladin,Duluiyah,1,0,Bombing/Explosion,'Terrorists/Non-State Militia','Non-State Militia','Sahwa Council','A Sahwa checkpoint',Iraq,Unknown,Explosives,0,0,3,0,0,0,0,0,0,No_Death,no
Egypt,'Middle East & North Africa',Asyut,Asyut,0,0,Assassination,Business,'Multinational Corporation','Assiut Cement Company','8 Romanian Engineers *',Egypt,'Al-Gama at al-Islamiyya (IG)',Firearms,0,0,0,0,0,0,0,0,1,No_Death,no
Turkey,'Middle East & North Africa',Istanbul,Istanbul,1,0,Bombing/Explosion,Business,Bank/Commerce,'Yapi Kredi Bank',branch,Turkey,'Turkish Communist Party/Marxist (TKP-ML)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Thailand,'Southeast Asia',Pattani,'Muang Pattani district',1,0,Bombing/Explosion,'Educational Institution','School/University/Educational Building','Pattani Islam School',School,Thailand,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Logar,'Muhammad Agha',1,0,Bombing/Explosion,'Government (General)','Government Personnel (excluding police  military)',Unknown,'Assailants fired rockets and firearms at the governor s residence.',Afghanistan,Taliban,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Chile,'South America','Bio Bio',Coronel,1,0,Bombing/Explosion,'Government (General)','Government Building/Facility/Office',Govt,'Public Services Bldg',Chile,'Manuel Rodriguez Patriotic Front (FPMR)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Peru,'South America',Lima,Lima,1,0,Bombing/Explosion,Business,Hotel/Resort,Unknown,'Hotel Sheraton','United States','Shining Path (SL)',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Lebanon,'Middle East & North Africa',South,Sidon,1,0,Bombing/Explosion,'Government (Diplomatic)','International Organization (peacekeeper  aid agency  compound)',Unknown,'UN Refugee Service',International,Unknown,Explosives,0,0,2,0,1,0,0,0,1,No_Death,no
